title,description,price,category,timestamp,query_id,filter_category,filter_price_min,filter_price_max,filter_storage_type,cart,bought,brand,package_size,unit_of_measure,net_weight_oz,dimensions_in,storage_type,ingredients,allergens,nutrition_score,country_of_origin
Daily Table Caffeine Free Orange Juice - 12 ct (Low Feedback),Caffeine Free orange juice in a 12 ct package for online grocery orders. Listed under beverages and intended for refrigerated storage. Rarely reordered by past customers.,8.99,Beverages,2025-04-21T16:49:34Z,q_000865,Beverages,0.50,15.99,Refrigerated,false,false,Daily Table,12 ct,ct,140.04,"5.0 x 3.7 x 4.6""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,42,United States
Blue Cart Caffeine Free Cola - 32 fl oz (Clearance Listing),Caffeine Free cola in a 32 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage. Rarely reordered by past customers.,7.66,Beverages,2025-05-30T20:54:35Z,q_000865,Beverages,0.50,15.99,Refrigerated,false,false,Blue Cart,32 fl oz,fl oz,32.91,"11.4 x 3.8 x 3.0""",Refrigerated,"Natural flavors, Filtered water",Tree nuts,70,United States
Cedar House Zero Sugar Cola - 64 fl oz (Regular Listing),Zero Sugar cola in a 64 fl oz package for online grocery orders. Listed under beverages and intended for refrigerated storage.,1.79,Beverages,2026-04-10T13:40:06Z,q_000865,Beverages,0.50,15.99,Refrigerated,false,false,Cedar House,64 fl oz,fl oz,62.90,"9.2 x 2.1 x 2.7""",Refrigerated,"Natural flavors, Filtered water",None,51,Thailand
Purely Good Family Size Sharp Cheddar - 32 fl oz (Top Rated),Family Size sharp cheddar in a 32 fl oz package for online grocery orders. Listed under dairy and intended for refrigerated storage. Rated highly by shoppers for consistent quality.,9.53,Dairy,2025-04-26T22:21:34Z,q_000866,Dairy,1.16,11.45,Refrigerated,false,false,Purely Good,32 fl oz,fl oz,32.64,"2.3 x 15.6 x 12.8""",Refrigerated,"Cultures, Salt, Milk, Cream",Milk,79,Italy
Market Pantry Co. Family Size Greek Yogurt - 24 oz (Discontinuing Soon),Family Size Greek yogurt in a 24 oz package for online grocery orders. Listed under dairy and intended for refrigerated storage. Received mixed feedback from shoppers.,9.62,Dairy,2024-11-07T14:41:17Z,q_000866,Dairy,1.16,11.45,Refrigerated,false,false,Market Pantry Co.,24 oz,oz,25.24,"2.6 x 13.6 x 10.8""",Refrigerated,"Cream, Cultures, Milk, Salt",Milk,79,United States
Blue Cart Cultured Salted Butter - 1 gal (Unrated Listing),Cultured salted butter in a 1 gal package for online grocery orders. Listed under dairy and intended for refrigerated storage. Limited customer feedback so far.,8.06,Dairy,2025-10-07T11:27:06Z,q_000866,Dairy,1.16,11.45,Refrigerated,false,false,Blue Cart,1 gal,gal,143.60,"13.1 x 19.4 x 12.7""",Refrigerated,"Milk, Cultures, Salt, Cream",Milk,74,United States
Sunny Basket Creamy Sour Cream - 24 oz (Limited Feedback),Creamy sour cream in a 24 oz package for online grocery orders. Listed under dairy and intended for refrigerated storage. A newer addition to the catalog.,2.76,Dairy,2026-06-19T16:38:17Z,q_000867,Dairy,2.05,13.65,Refrigerated,false,false,Sunny Basket,24 oz,oz,22.88,"5.6 x 5.8 x 9.1""",Refrigerated,"Milk, Salt, Cultures, Cream",Milk,79,Thailand
Oak & Grain Creamy Greek Yogurt - 24 oz (Rarely Reordered),Creamy Greek yogurt in a 24 oz package for online grocery orders. Listed under dairy and intended for refrigerated storage. One of the less-repurchased items in its aisle.,3.99,Dairy,2025-03-10T16:54:38Z,q_000867,Dairy,2.05,13.65,Refrigerated,false,false,Oak & Grain,24 oz,oz,23.76,"2.5 x 7.0 x 4.4""",Refrigerated,"Milk, Cultures, Salt, Cream",Milk,51,United States
Market Pantry Co. Low Fat Mozzarella Slices - 1 gal (Unrated Listing),Low Fat mozzarella slices in a 1 gal package for online grocery orders. Listed under dairy and intended for refrigerated storage. Recently added to the online catalog.,2.82,Dairy,2025-02-25T10:07:31Z,q_000867,Dairy,2.05,13.65,Refrigerated,false,false,Market Pantry Co.,1 gal,gal,134.60,"7.7 x 6.7 x 13.5""",Refrigerated,"Cultures, Salt, Cream, Milk",Milk,70,United States
Green Fork Cultured Mozzarella Slices - 24 oz (Low Feedback),Cultured mozzarella slices in a 24 oz package for online grocery orders. Listed under dairy and intended for refrigerated storage. Rarely reordered by past customers.,4.50,Dairy,2025-11-11T20:21:47Z,q_000867,Dairy,2.05,13.65,Refrigerated,false,false,Green Fork,24 oz,oz,23.88,"2.3 x 10.4 x 9.4""",Refrigerated,"Milk, Cultures, Salt, Cream",Milk,56,United States
Daily Table Fresh Baked Croissants - 20 oz (#1 Pick),Fresh Baked croissants in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. One of the most repurchased items in its aisle.,5.30,Bakery,2025-10-15T08:11:49Z,q_000868,Bakery,1.36,11.13,Ambient,true,true,Daily Table,20 oz,oz,20.41,"3.2 x 4.3 x 3.6""",Ambient,"Yeast, Salt, Water, Sugar, Wheat flour",Wheat,60,United States
Market Pantry Co. Family Pack Dinner Rolls - 12 oz (Regular Listing),Family Pack dinner rolls in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Ships as part of regular inventory.,4.20,Bakery,2026-01-04T00:57:35Z,q_000868,Bakery,1.36,11.13,Ambient,false,false,Market Pantry Co.,12 oz,oz,11.21,"1.5 x 7.1 x 6.5""",Ambient,"Wheat flour, Salt, Yeast, Water, Sugar",Wheat,65,United States
Blue Cart Sliced Pita Pockets - 20 oz,Sliced pita pockets in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage.,6.36,Bakery,2025-02-08T00:56:03Z,q_000868,Bakery,1.36,11.13,Ambient,false,false,Blue Cart,20 oz,oz,18.84,"1.9 x 4.8 x 7.1""",Ambient,"Water, Salt, Sugar, Wheat flour, Yeast",Wheat,54,United States
Oak & Grain Soft Brioche Buns - 8 ct (#1 Pick),Soft brioche buns in a 8 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Frequently reordered by returning customers.,5.20,Bakery,2025-09-08T11:08:36Z,q_000868,Bakery,1.36,11.13,Ambient,true,true,Oak & Grain,8 ct,ct,17.59,"1.2 x 6.2 x 5.7""",Ambient,"Water, Salt, Yeast, Wheat flour, Sugar",Wheat,39,Mexico
Daily Table Soft Brioche Buns - 6 ct (New Listing),Soft brioche buns in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Feedback on this listing is still limited.,2.64,Bakery,2025-02-03T21:25:50Z,q_000868,Bakery,1.36,11.13,Ambient,false,false,Daily Table,6 ct,ct,13.03,"2.4 x 4.9 x 5.6""",Ambient,"Wheat flour, Water, Salt, Sugar, Yeast",Wheat,55,United States
Oak & Grain Sliced Pita Pockets - 6 ct (#1 Pick),Sliced pita pockets in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Consistently praised in customer feedback.,5.35,Bakery,2026-02-04T06:18:15Z,q_000868,Bakery,1.36,11.13,Ambient,true,true,Oak & Grain,6 ct,ct,14.24,"2.6 x 4.2 x 4.9""",Ambient,"Water, Yeast, Salt, Sugar, Wheat flour",Wheat,37,United States
North Star Foods Family Pack Flour Tortillas - 6 ct (Regular Listing),Family Pack flour tortillas in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage.,5.96,Bakery,2025-02-02T15:26:05Z,q_000868,Bakery,1.36,11.13,Ambient,true,false,North Star Foods,6 ct,ct,15.06,"3.6 x 4.8 x 3.1""",Ambient,"Water, Wheat flour, Yeast, Salt, Sugar",Wheat,56,United States
Riverbend Fresh Baked Flour Tortillas - 12 oz (#1 Pick),Fresh Baked flour tortillas in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Consistently praised in customer feedback.,7.15,Bakery,2026-04-02T12:53:05Z,q_000868,Bakery,1.36,11.13,Ambient,true,true,Riverbend,12 oz,oz,11.25,"1.5 x 5.7 x 3.5""",Ambient,"Wheat flour, Sugar, Salt, Water, Yeast",Wheat,57,United States
Daily Table Ripe Avocados - 2 lb (Regular Listing),Ripe avocados in a 2 lb package for online grocery orders. Listed under produce and intended for ambient storage. Stocked as part of the regular lineup.,2.69,Produce,2025-02-03T12:15:16Z,q_000869,Produce,0.81,11.65,Ambient,true,false,Daily Table,2 lb,lb,29.57,"5.8 x 13.8 x 8.8""",Ambient,Whole produce,None,81,United States
Golden Acre Organic Sweet Potatoes - 12 oz (Rarely Reordered),Organic sweet potatoes in a 12 oz package for online grocery orders. Listed under produce and intended for ambient storage. Rarely reordered by past customers.,2.71,Produce,2026-02-20T00:10:09Z,q_000869,Produce,0.81,11.65,Ambient,false,false,Golden Acre,12 oz,oz,12.01,"2.7 x 7.3 x 4.7""",Ambient,Whole produce,None,96,United States
Corner Market Premium Baby Spinach - 12 oz (Top Rated),Premium baby spinach in a 12 oz package for online grocery orders. Listed under produce and intended for ambient storage. One of the most repurchased items in its aisle.,8.77,Produce,2025-03-07T14:36:29Z,q_000869,Produce,0.81,11.65,Ambient,true,true,Corner Market,12 oz,oz,11.90,"3.8 x 7.2 x 6.4""",Ambient,Whole produce,None,81,United States
Harvest Lane Premium Romaine Hearts - 12 oz,Premium romaine hearts in a 12 oz package for online grocery orders. Listed under produce and intended for ambient storage.,8.59,Produce,2025-05-20T15:18:31Z,q_000869,Produce,0.81,11.65,Ambient,false,false,Harvest Lane,12 oz,oz,12.06,"1.6 x 5.9 x 4.1""",Ambient,Whole produce,None,78,Thailand
Oak & Grain Organic Romaine Hearts - 2 lb (Well Reviewed),Organic romaine hearts in a 2 lb package for online grocery orders. Listed under produce and intended for ambient storage. Often recommended by repeat customers.,7.22,Produce,2024-12-16T23:38:54Z,q_000869,Produce,0.81,11.65,Ambient,false,false,Oak & Grain,2 lb,lb,30.94,"3.5 x 6.4 x 9.0""",Ambient,Whole produce,None,92,United States
Green Fork Soft Sourdough Loaf - 12 oz (Rarely Reordered),Soft sourdough loaf in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Marked for limited future availability.,2.46,Bakery,2026-01-16T20:15:10Z,q_000870,Bakery,1.12,10.69,Ambient,false,false,Green Fork,12 oz,oz,12.46,"1.6 x 3.9 x 3.1""",Ambient,"Yeast, Salt, Water, Wheat flour, Sugar",Wheat,45,United States
Harvest Lane Soft Whole Wheat Bread - 6 ct (Highly Rated),Soft whole wheat bread in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Often recommended by repeat customers.,3.22,Bakery,2025-05-04T07:54:37Z,q_000870,Bakery,1.12,10.69,Ambient,false,false,Harvest Lane,6 ct,ct,14.14,"3.8 x 4.2 x 5.3""",Ambient,"Salt, Water, Yeast, Sugar, Wheat flour",Wheat,43,United States
Cedar House Sliced Croissants - 20 oz (Recently Added),Sliced croissants in a 20 oz package for online grocery orders. Listed under bakery and intended for ambient storage. A newer addition to the catalog.,2.79,Bakery,2024-12-25T08:42:20Z,q_000870,Bakery,1.12,10.69,Ambient,false,false,Cedar House,20 oz,oz,20.55,"4.5 x 4.1 x 4.1""",Ambient,"Water, Yeast, Sugar, Wheat flour, Salt",Wheat,42,Spain
Valley Select Artisan Cinnamon Raisin Bread - 12 oz (Current Stock),Artisan cinnamon raisin bread in a 12 oz package for online grocery orders. Listed under bakery and intended for ambient storage. Available for standard online ordering.,6.47,Bakery,2024-12-08T06:21:29Z,q_000870,Bakery,1.12,10.69,Ambient,false,false,Valley Select,12 oz,oz,11.91,"3.5 x 4.8 x 6.3""",Ambient,"Water, Yeast, Salt, Sugar, Wheat flour",Wheat,41,Vietnam
Corner Market Fresh Baked Cinnamon Raisin Bread - 6 ct (Low Feedback),Fresh Baked cinnamon raisin bread in a 6 ct package for online grocery orders. Listed under bakery and intended for ambient storage. Marked for limited future availability.,4.62,Bakery,2026-05-02T04:54:45Z,q_000870,Bakery,1.12,10.69,Ambient,true,false,Corner Market,6 ct,ct,13.23,"3.5 x 7.0 x 6.4""",Ambient,"Wheat flour, Sugar, Yeast, Salt, Water",Wheat,36,Mexico
North Star Foods Heavy Duty Freezer Bags - 6 ct (Limited Feedback),Heavy Duty freezer bags in a 6 ct package for online grocery orders. Listed under household and intended for ambient storage. Feedback on this listing is still limited.,9.15,Household,2025-10-31T17:27:11Z,q_000871,Household,1.96,28.97,Ambient,true,false,North Star Foods,6 ct,ct,38.44,"5.9 x 6.3 x 3.1""",Ambient,Household materials,None,0,United States
Harvest Lane Lemon Scent Sponges - 6 ct (Popular Choice),Lemon Scent sponges in a 6 ct package for online grocery orders. Listed under household and intended for ambient storage. Well liked by regular shoppers.,18.56,Household,2024-08-08T12:28:06Z,q_000871,Household,1.96,28.97,Ambient,false,false,Harvest Lane,6 ct,ct,37.96,"7.0 x 10.3 x 3.6""",Ambient,Household materials,None,0,United States
Valley Select Lemon Scent Trash Bags - 50 fl oz (Shopper Favorite),Lemon Scent trash bags in a 50 fl oz package for online grocery orders. Listed under household and intended for ambient storage. Often recommended by repeat customers.,7.99,Household,2025-11-19T21:25:15Z,q_000871,Household,1.96,28.97,Ambient,false,false,Valley Select,50 fl oz,fl oz,51.77,"8.7 x 11.3 x 3.2""",Ambient,Household materials,None,0,United States
Daily Table Peeled Clam Strips - 16 oz (Clearance Listing),Peeled clam strips in a 16 oz package for online grocery orders. Listed under seafood and intended for refrigerated storage. Received mixed feedback from shoppers.,20.06,Seafood,2026-03-24T05:04:12Z,q_000872,Seafood,4.64,31.00,Refrigerated,false,false,Daily Table,16 oz,oz,14.85,"1.8 x 5.5 x 3.6""",Refrigerated,"Salt, Seafood",Shellfish,85,United States
Corner Market Skinless Tuna Steaks - 8 oz (Rarely Reordered),Skinless tuna steaks in a 8 oz package for online grocery orders. Listed under seafood and intended for refrigerated storage. Rarely reordered by past customers.,15.88,Seafood,2025-03-01T16:05:49Z,q_000872,Seafood,4.64,31.00,Refrigerated,false,false,Corner Market,8 oz,oz,7.62,"2.0 x 7.1 x 5.8""",Refrigerated,"Salt, Seafood",Shellfish,67,United States
Market Pantry Co. Responsibly Sourced Scallops - 2 lb (Clearance Listing),Responsibly Sourced scallops in a 2 lb package for online grocery orders. Listed under seafood and intended for refrigerated storage. One of the less-repurchased items in its aisle.,25.48,Seafood,2025-10-21T06:34:08Z,q_000872,Seafood,4.64,31.00,Refrigerated,false,false,Market Pantry Co.,2 lb,lb,34.15,"4.2 x 7.1 x 6.5""",Refrigerated,"Seafood, Salt",Fish,69,United States
Blue Cart Peeled Fish Sticks - 8 oz (Unrated Listing),Peeled fish sticks in a 8 oz package for online grocery orders. Listed under seafood and intended for refrigerated storage. Limited customer feedback so far.,14.17,Seafood,2025-10-11T16:14:31Z,q_000872,Seafood,4.64,31.00,Refrigerated,false,false,Blue Cart,8 oz,oz,7.94,"2.9 x 7.2 x 4.8""",Refrigerated,"Salt, Seafood",Fish,78,United States
Blue Cart Wild Caught Smoked Salmon - 16 oz (Current Stock),Wild Caught smoked salmon in a 16 oz package for online grocery orders. Listed under seafood and intended for refrigerated storage. Ships as part of regular inventory.,28.92,Seafood,2025-03-14T14:24:43Z,q_000872,Seafood,4.64,31.00,Refrigerated,false,false,Blue Cart,16 oz,oz,16.28,"3.9 x 6.0 x 3.6""",Refrigerated,"Seafood, Salt",Fish,73,United States
Riverbend Daily Care Deodorant - 3 oz (Shopper Favorite),Daily Care deodorant in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Often recommended by repeat customers.,4.27,Personal Care,2025-12-16T20:06:40Z,q_000873,Personal Care,1.07,19.24,Ambient,true,false,Riverbend,3 oz,oz,3.14,"6.9 x 2.7 x 3.9""",Ambient,Personal care formula,None,0,United States
Blue Cart Fresh Mint Hand Soap - 3 oz,Fresh Mint hand soap in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage.,8.66,Personal Care,2025-08-23T22:58:17Z,q_000873,Personal Care,1.07,19.24,Ambient,false,false,Blue Cart,3 oz,oz,3.07,"7.1 x 4.2 x 4.4""",Ambient,Personal care formula,None,0,United States
North Star Foods Fresh Mint Toothpaste - 12 fl oz (#1 Pick),Fresh Mint toothpaste in a 12 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. Rated highly by shoppers for consistent quality.,10.96,Personal Care,2025-06-16T12:51:24Z,q_000873,Personal Care,1.07,19.24,Ambient,true,true,North Star Foods,12 fl oz,fl oz,12.86,"11.7 x 2.6 x 2.2""",Ambient,Personal care formula,None,0,United States
Harvest Lane Sensitive Skin Facial Tissues - 12 fl oz (Regular Listing),Sensitive Skin facial tissues in a 12 fl oz package for online grocery orders. Listed under personal care and intended for ambient storage. Stocked as part of the regular lineup.,14.99,Personal Care,2025-04-17T02:19:01Z,q_000873,Personal Care,1.07,19.24,Ambient,false,false,Harvest Lane,12 fl oz,fl oz,12.42,"7.1 x 3.6 x 3.0""",Ambient,Personal care formula,None,0,United States
North Star Foods Daily Care Shampoo - 3 oz (#1 Pick),Daily Care shampoo in a 3 oz package for online grocery orders. Listed under personal care and intended for ambient storage. Consistently praised in customer feedback.,13.70,Personal Care,2025-12-23T17:12:54Z,q_000873,Personal Care,1.07,19.24,Ambient,true,true,North Star Foods,3 oz,oz,3.21,"10.1 x 2.6 x 2.6""",Ambient,Personal care formula,None,0,United States
